"Article","Web Description","Brand","DQ Score"
"280737","Collection Cover Up Stick 1 Light 4g","Collection 2000",0.81875
"280738","Collection Cover Up Stick 13 Natural Beige 4g","Collection 2000",0.81875
"280756","Collection Eye Definer 1 Black 0.25g","Collection 2000",0.81875
"280759","Collection Eye Definer 2 Brown 0.25g","Collection 2000",0.81875
"280761","Collection Eye Definition 1 Ebony 6ml","Collection 2000",0.81875
"280764","Collection Eyebrow Definer 1 Black 0.25g","Collection 2000",0.81875
"280765","Collection Eyebrow Definer Blonde 3","Collection 2000",0.81875
"280768","Collection Fast Stroke Eyeliner Black 1","Collection 2000",0.81875
"280773","Collection Fast Stroke Eyeliner Brown 6","Collection 2000",0.81875
"280803","Collection Gel Liner 4 Hustle 6ml","Collection 2000",0.81875
"280804","Collection Gel Liner 5 Le Freak 6ml","Collection 2000",0.81875
"280822","Collection Gel Liner Shake it Up! 11 6ml","Collection 2000",0.81875
"280847","Collection Illuminating Touch ConcealerNaked 1 2.5g","Collection 2000",0.81875
"280848","Collection Illuminating Touch ConcealerNatural 2 2.5g","Collection 2000",0.81875
"280849","Collection Illuminating Touch ConcealerGlow 3 2.5g","Collection 2000",0.81875
"280901","Collection Pressed Powder 18 Ivory 17g","Collection 2000",0.81875
"280902","Collection Powder 24 Misty Beige 17g","Collection 2000",0.81875
"280903","Collection Powder 3 Translucent 17g","Collection 2000",0.81875
"296174","Collection 24hr Felt Liner 1 Black  7.8g","Collection 2000",0.81875
"296176","Collection 24hr Felt Liner 3 Blue 7.8g","Collection 2000",0.81875
"296178","Collection Extreme Mascara 1 Black 9ml","Collection 2000",0.81875
"298406","Collection Cover Up Stick 14 Honey Beige 4g","Collection 2000",0.775
"302198","Collection Lipgloss 1 Body Pop 5ml","Collection 2000",0.81875
"304507","Collection Lipgloss 2 Beat Box 5ml","Collection 2000",0.775
"312510","Collection Luscious Lashes Glam Volume","Collection 2000",0.95
"312511","Collection Luscious Lashes Natural Length","Collection 2000",0.95
"337376","Collection Nail Polish 3 Vixen Red 12ml","Collection 2000",0.775
"337378","Collection Nail Polish 5 Coral Reef 12ml","Collection 2000",0.81875
"337380","Collection Nail Polish 7 Rasberry 12ml","Collection 2000",0.81875
"337382","Collection Nail Polish 9 Chiffon Haze 12ml","Collection 2000",0.81875
"337383","Collection Nail Polish 10 Almost Nude 12ml","Collection 2000",0.81875
"337388","Collection Pencil 1 Vanilla Sky 3.5G","Collection 2000",0.81875
"337390","Collection Pencil 3 Vintage Blush 3.5G","Collection 2000",0.81875
"347334","Collection Mascara 17 Ultra Black 8ml","Collection 2000",0.81875
"347342","Collection Mascara 17 Ultra Black Waterproof 8ml","Collection 2000",0.81875
"347347","Collection Foundation Porcelain 30ml","Collection 2000",0.81875
"347353","Collection Foundation 2 Ivory 30ml","Collection 2000",0.81875
"347354","Collection  Foundation Cool Beige 30ml","Collection 2000",0.81875
"347355","Collection  Foundation Warm Beige 30ml","Collection 2000",0.81875
"347360","Collection Concealer 1 Fair 6.5g","Collection 2000",0.81875
"347361","Collection Concealer 2 Cool Med 6.5g","Collection 2000",0.81875
"347445","Collection Concealer 3 Warm Medium 6.5g","Collection 2000",0.81875
"347446","Collection  Powders 1 Fair 9g","Collection 2000",0.81875
"347447","Collection Powders 2 Medium 9g","Collection 2000",0.81875
"347448","Collection Bronze Glow 1 Sunkissed 19g","Collection 2000",0.81875
"347450","Collection Glow- Shimmering 2 Medium 15g","Collection 2000",0.81875
"347451","Collection Glow Matt 1 Terracotta 15g","Collection 2000",0.81875
"347453","Collection Bronze Glow Mosaic 2 15g","Collection 2000",0.81875
"352153","Collection Blush Bashful","Collection 2000",0.73125
"352155","Collection Blush Trouble","Collection 2000",0.73125
"352156","Collection Eyebrow Kit Blonde","Collection 2000",0.76875
"352157","Collection 24hr Felt  Liner 5 Brown 7.8g","Collection 2000",0.76875
"352158","Collection Colour Lash Mascara 1 Clear 8ml","Collection 2000",0.73125
"352159","Collection Colour Lash Mascara 2 Black 8ml","Collection 2000",0.81875
"352160","Collection Colour Lash Mascara Brown 3","Collection 2000",0.81875
"352161","Collection Colour Lash Mascara 4 Blue 8ml","Collection 2000",0.81875
"400649","Collection Concealer 4 Dark 6.5g","Collection 2000",0.81875
"400657","Collection Nail Polish 11 Stormy Grey 12ml","Collection 2000",0.81875
"409065","Collection Lengthening Mascara 17 Ultra Black","Collection 2000",0.775
"409066","CollectionLengthening Mascara 17 UltraBlack Waterproof","Collection 2000",0.775
"417267","Collection Naturally Matt Foundation Porcelain 1","Collection 2000",0.73125
"417268","Collection Naturally Matt Foundation Ivory 2","Collection 2000",0.73125
