"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"271119","Anadin Joint Pain Ibuprofen 16pk","Anadin","Ibuprofen","16pk","200mg",1
"192778","Bonjela Teething Gel 15g","Bonjela","Gels, Patches and Sprays","1","15g",1
"423974","Bonjela Invisible Cold Sore Cream 2g","Bonjela","Gels, Patches and Sprays","1pk","2g",1
"236043","Calpol Sugar Free Infant Strawberry Flavour2+ Months 100ml","Calpol","Childrens Pain Relief","1","100ml",1
"351056","Calpol Saline Nasal Drops 10ml","Calpol","Childrens Pain Relief","1","10ml",1
"203264","Deep Heat Spray 150ml","Deep Heat","Gels, Patches and Sprays","1","150ml",1
"351926","Deep Heat Rub Max Strength Rub 35g","Deep Heat","Gels, Patches and Sprays","1","35g",1
"346183","Hedrin Protect And Go 120ml","Hedrin","Gels, Patches and Sprays","1","120ml",1
"214973","Nurofen Ibuprofen 8pk","Nurofen","Ibuprofen","8pk","8 Pack",1
"260334","Nurofen Express Ibuprofen 259mg 12pk","Nurofen","Ibuprofen","12pk","256mg",1
"280373","Nurofen Ibuprofen Express 16pk","Nurofen","Ibuprofen","16pk","200mg",1
"308728","Nurofen Ibuprofen 200mg 16pk","Nurofen","Ibuprofen","16pk","16 Pack",1
"430551","Nurofen Joint and Back Tablets 16pk","Nurofen","Back & Joint","16pk","256mg",1
"430553","Nurofen Joint and Back Caps 16pk","Nurofen","Back & Joint","16pk","200mg",1
"113276","Savlon Antiseptic Cream 30g","Savlon","Creams and Lotions","1","30g",1
"238926","ThermaCare Heatwraps Lower Back and Hip","Thermacare","Gels, Patches and Sprays","1","L/XL",1
"230482","Voltarol Pain-eze Emulgel 30g","Voltarol","Gels, Patches and Sprays","1","30g",1
