"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"205101","Pyrex Classic Measuring Jug 1L","Pyrex","Jugs","Clear",NA,"1L",0.93
"435751","Pyrex Measuring Jug 0.25L","Pyrex","Jugs",NA,"1","0.25L",0.93
"435752","Pyrex Non Handled Measuring Jug 0.5L","Pyrex","Jugs",NA,"1","500ml",0.93
"52851","Pyrex Round Casserole Dish Small","Pyrex","Casserole","Clear",NA,"1L",0.93
"950540","Pyrex Classic Casserole Dish 1.6L","Pyrex","Casserole","Clear",NA,"1.6L",0.93
"228764","Wilko Oval Dish White 23 x 14cm","Wilko","Roaster","White",NA,"23x14cm",0.93
"242803","Wilko Square Roaster With Handles 22cm","Wilko","Roaster","Clear",NA,"22x22cm",0.93
"242804","Wilko Oval Roaster 26cm","Wilko","Roaster","Clear",NA,"26cm",0.93
"414763","Wilko Utility Oval Individual Pie Dish 18cm","Wilko","Pie Dish",NA,NA,NA,0.79
"414764","Wilko Utility Rectangular Roaster 22cm","Wilko","Roaster",NA,NA,NA,0.79
"414765","Wilko Utility Rectangular Roaster 25cm","Wilko","Roaster",NA,NA,NA,0.79
"416855","Wilko Utility Roaster Large 2.8L","Wilko","Roaster",NA,NA,NA,0.79
"416856","Wilko Utility Round Pie Dish 24cm","Wilko","Pie Dish",NA,NA,"24cm",0.86
"416858","Wilko Utility Casserole Dish 2.4L","Wilko","Casserole",NA,"1",NA,0.86
"453016","Wilko Casserole Dish Round Grey and White","Wilko","Casserole","Multi","1",NA,0.93
"453019","Wilko Square Roaster Grey and White 36cm","Wilko","Roaster","Multi","1",NA,0.93
