"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","BAB","290564","Sanex Dermo Kids Bodywash and Foam Bath 500ml","Sanex","500ml","1",0.93
"TOI","BAT","160003","Sanex Dermo Moisturising Shower Gel 500ml","Sanex",NA,"1",0.9125
"TOI","BAT","276689","Sanex Shower Gel Dermo Sensitive 500ml","Sanex","500ml","1",1
"TOI","BAT","290506","Sanex Shower Gel Hypo Allergenic Very SensitiveSkin 500ml","Sanex",NA,"1",0.9125
"TOI","BAT","290507","Sanex Bath Creme for Sensitive Skin 500ml","Sanex","500ml",NA,0.9125
"TOI","BAT","315902","Sanex Zero Shower Gel Sensitive 250ml","Sanex","250ml",NA,0.9125
"TOI","BAT","315903","Sanex Zero Shower Gel Dry Skin 250ml","Sanex","250ml",NA,0.9125
"TOI","BAT","443328","Sanex Dermo Moisturising Bath Foam 500mlNormal to Dry Skin","Sanex","500ml","1",1
"TOI","FAC","433545","Sanex Advance Atopi Care Body Lotion 250ml","Sanex",NA,NA,0.825
"TOI","FAC","433547","Sanex Advance Hydrate 24 HourHand Cream 75ml","Sanex",NA,NA,0.825
"TOI","FAC","433548","Sanex Advance Atopi Care Hand Cream 75ml","Sanex",NA,NA,0.825
"TOI","FAC","433550","Sanex Advance Hydrate 24 Hour Body Lotion 400ml","Sanex","400ml",NA,0.9125
"TOI","FAC","433551","Sanex Advance Atopi Care Body Lotion 400ml","Sanex",NA,NA,0.825
"TOI","FEM","195475","Sanex Dermo Invisible Anti-Perspirant 150ml","Sanex","150ml","1",1
"TOI","FEM","195482","Sanex Dermo Sensitive Anti-Perspirant 150ml","Sanex","150ml","1",1
"TOI","FEM","206455","Sanex Roll On Invisible 50ml","Sanex","50ml","1",1
"TOI","FEM","302181","Sanex Roll On Sensitive 50ml","Sanex",NA,"1",0.9125
"TOI","FEM","332722","Sanex Anti-Perspirant Invisible Dry 250ml","Sanex","250ml","1",1
"TOI","FEM","402983","Sanex Anti-Perspirant Sensitive 250ml","Sanex",NA,"1",0.9125
"TOI","FEM","418028","Sanex Anti-Perspirant 7in1 Protection 50ml","Sanex",NA,"1",0.9125
"TOI","MEN","231947","Sanex Men Dermo Active Control Anti Perspirant150ml","Sanex","150ml","1",1
"TOI","MEN","302191","Sanex Roll On Active 50ml","Sanex","50ml","1",1
"TOI","MEN","412040","Sanex Men Dermo Anti-Perspirant","Sanex",NA,"1",0.9125
