"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"453158","Eric Light Shade 30.5cm","Lighting and Interiors Group","Light Shades",NA,"1","30.5cm bottom diameter, 20cm high",0.88
"453159","Emilio Pendant Shade Chrome","Lighting and Interiors Group","Light Shades",NA,"1","24.5cm bottom diameter, 16cm high",0.88
"453160","Emilio Pendant Shade Copper Finish","Lighting and Interiors Group","Light Shades",NA,"1","24.5cm bottom diameter, 16cm high",0.88
"210770","Wilko Functional Coolie Cottonette Shade 12in","Wilko","Light Shades",NA,NA,"30cm",0.86
"275008","Wilko Ritz Pendant Shade White 35 x 30cm","Wilko","Pendants","White",NA,"35x30cm",0.93
"275013","Wilko Simone 3 Tier Pendant Clear 16 x 18.5cm","Wilko","Pendants",NA,"1","16x18.5cm",0.93
"275016","Wilko Tunis Pendant Brass Effect","Wilko","Pendants","Metal",NA,"12cm",0.93
"326024","Wilko 3 Tier Shade Black","Wilko","Light Shades","Black",NA,"Single",0.93
"326025","Wilko 3 Tier Shade Teal","Wilko","Light Shades","Green",NA,"Single",0.93
"326048","Wilko Traditional Jewelled Pleated Shade Cream","Wilko","Light Shades","Cream",NA,"28cm",0.93
"326059","Wilko Oval Twist Beaded Pendant Shade Clear","Wilko","Pendants","Clear",NA,"21cm",0.93
"326060","Wilko Beaded Oval Pendant Shade Clear","Wilko","Pendants","Clear",NA,"25cm",0.93
"326135","Wilko Retro Swirl Shade Burnt Orange","Wilko","Light Shades","Orange",NA,"30cm",0.93
"326136","Wilko Retro Swirl Pendant Shade Chocolate","Wilko","Light Shades","Brown",NA,"30cm",0.93
"326179","Wilko 3 Tier Shade Parchment","Wilko","Light Shades","Cream",NA,"Single",0.93
"326200","Wilko Satin Tapered Shade Teal","Wilko","Light Shades","Green",NA,"Height 19.5cm x Width 28cm x depth 28cm",0.93
"326205","Wilko Tapered Shade Black","Wilko","Light Shades","Black",NA,"28cm",0.93
"326376","Wilko 3 Tier Shade Grey","Wilko","Light Shades","Grey",NA,"Single",0.93
"329147","Wilko Capiz Floral Ball Shade Silver","Wilko","Pendants","Silver",NA,"21cm",0.93
"341332","Wilko Acrylic Drop Shade Purple","Wilko","Pendants","Purple","1",NA,0.93
"341402","Wilko Double Layer Shade Black and White","Wilko","Light Shades","Black","1",NA,0.93
"341429","Wilko Allium Laser Cut Drum Cream","Wilko","Light Shades","Cream","1",NA,0.93
"344398","Wilko Tapered Shade Grey","Wilko","Light Shades","Grey","1",NA,0.93
"407011","Wilko Birdcage Shade Cream And Blue","Wilko","Vintage Pendant",NA,"1",NA,0.86
