"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"351927","Menopace 30pk","Vitabiotics","Menopause Tablets",NA,"30",NA,0.81
"351928","Wellwomen 30pk","Wellwoman","Health and Vitality",NA,"30",NA,0.81
"308381","Wilko Menopause Nutrients Capsules 30pk","Wilko","Womens Health",NA,"30pk",NA,0.86
"308456","Wilko Womans Health Multivitamins and Minerals30pk","Wilko","Womens Health",NA,"30pk",NA,0.86
"340753","Wilko Evening Primrose Oil 180pk","Wilko","Womens Health",NA,"180pk",NA,0.86
"340759","Wilko High Strength Evening Primrose Oil 30pk","Wilko","Womens Health",NA,"30pk",NA,0.86
"348316","Wilko Magnesium B6 30pk","Wilko","Womens Health",NA,"30",NA,0.86
"348321","Wilko Folic Acid 90pk","Wilko","Womens Health",NA,"90",NA,0.86
"348323","Wilko Cranberry Extract Tablets 200mg60pk","Wilko","Womens Health",NA,"60",NA,0.86
"348495","Wilko Menopause Mid Stream","Wilko","Menopause Tablets",NA,"1",NA,0.86
