"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Model Number","DQ Score"
"HOM","BAT","426704","Wilko Bath Mat Aqua","Wilko","50x70cm",NA,NA,"100% Cotton",NA,"Wash at 40",NA,NA,NA,NA,0.941666666666667
"HOM","BAT","426705","Wilko Sparkle Bath Mat Plum","Wilko","50x70cm",NA,NA,"100% Cotton",NA,"Wash at 40",NA,NA,NA,NA,0.941666666666667
"HOM","BAT","427760","Wilko Blue And White Striped Laundry Bag","Wilko","34cmx36cmx48cm",NA,"1","Polyester Cotton",NA,NA,NA,NA,NA,NA,0.9
"HOM","BAT","427898","Wilko Sparkle Hand Towel Plum","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"HOM","BAT","428212","Wilko Bathroom Cabinet Single Mirror Door","Wilko","30cm x 12cm x 50cm",NA,"1","STAINLESS STEEL430,GLASS","No",NA,NA,NA,NA,NA,0.95
"HOM","BAT","428213","Wilko Bathroom Double Cabinet Mirror Door","Wilko","45cm x 13cm x 45cm",NA,"1","STAINLESS STEEL430,GLASS","No",NA,NA,NA,NA,NA,0.95
"HOM","BAT","451425","Wilko Coastal Door Hook","Wilko","3.1L x 8.0W x13.8H (CM)",NA,"1","80% Wood 20% Metal","No",NA,NA,NA,NA,"WLK0496-PB",0.65
"HOM","BAT","451426","Wilko Coastal Shower Curtain Blue","Wilko","180cm x 180cm x 0.1mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","BAT","451427","Wilko Coastal Plaque","Wilko","1 x 23 x 30.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451428","Wilko Coastal Hand Towel","Wilko","Width: 50cm Length: 90cm Height 0.5cm","White","1","100% Cotton Yarn","No","Wash at 40",NA,NA,NA,NA,0.65
"HOM","BAT","451429","Wilko Coastal Bath Towel","Wilko","Width: 50cm Length: 90cm Height 0.5cm","White","1","100% Cotton Yarn","No","Wash at 40",NA,NA,NA,NA,0.65
"HOM","BAT","451430","Wilko Coastal Beach Hut Storage","Wilko","12 x 10 x 12cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451431","Wilko Coastal Soap Dispenser","Wilko","L7.5 x W7.5 x H15 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451432","Wilko Coastal Soap Dish","Wilko","L11 x W11 x H2.5 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451433","Wilko Coastal Tumbler","Wilko","L7.8 x W7.8 x H9.5 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451434","Wilko Stone Heart Light Pull","Wilko","L2 x W4.7 x H134 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451435","Wilko Stone Hearts Set of 3","Wilko","L2 x W7.2 x H8 (CM) per heart",NA,"3",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451436","Wilko Rope Lantern","Wilko","25cm x 15.5 cm","Clear","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","BAT","451437","Wilko Shell Jar","Wilko","21cm x 10cm","Clear","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","BAT","451438","Wilko Coastal Candle Blue","Wilko","5cm x 8cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451439","Wilko Laundry Bag Light Blue Stripes","Wilko","1.0 x 41 x 65cm",NA,NA,"Paperloom 60% Polyester 40%",NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","BAT","451440","Wilko Coastal Toilet Seat","Wilko","45.5cm x 36.6cm x 5.2cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451441","Wilko Symmetry Shower Curtain Aqua","Wilko","180cm x 180cm x 0.1mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","BAT","451442","Wilko Love Your Bath Plaque Aqua","Wilko","0.8 x 11 x 25.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451443","Wilko Soft Touch Toothbrush Holder Fresh Aqua","Wilko","L5.2 x W7.6 x H9.5 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451444","Wilko Soft Touch Soap Dispenser Fresh Aqua","Wilko","L5.2 x W7.6 x H15.8 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451445","Wilko Soft Touch Toothbrush Holder White","Wilko","L5.2 x W7.6 x H9.5 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451446","Wilko Soft Touch Soap Dispenser White","Wilko","L5.2 x W7.6 x H15.8 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451447","Wilko Symmetry Bath Mat","Wilko","50 x 70cm",NA,NA,"Pile - 100% Cotton",NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","BAT","451448","Wilko Symmetry Hand Towel","Wilko","Bath Towel Width: 70cm Length: 1250cm Height 0.5cm",NA,"2","100% Cotton Yarn","No","Wash at 40",NA,NA,NA,NA,0.65
"HOM","BAT","451449","Wilko Love Your Bath Plaque Grey","Wilko","0.8 x 11 x 25.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451450","Wilko Grey Stripes Shower Curtain","Wilko","180cm x 180cm x 0.1mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","BAT","451451","Wilko Soft Touch Soap Dispenser Grey","Wilko","L5.2 x W7.6 x H15.8 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451452","Wilko Soft Touch Toothbrush Holder Grey","Wilko","L5.2 x W7.6 x H9.5 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451453","Wilko Soft Touch Soap Dispenser Black","Wilko","L5.2 x W7.6 x H15.8 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451454","Wilko Soft Touch Toothbrush Holder Black","Wilko","L5.2 x W7.6 x H9.5 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451455","Wilko Plastic Caddy Black","Wilko","24cm x 16.5cm x 10cm",NA,"1","ABS Plastic 100%",NA,NA,NA,"3L",NA,NA,0.95
"HOM","BAT","451456","Wilko Plastic Caddy Grey","Wilko","24cm x 16.5cm x 10cm",NA,"1","ABS Plastic 100%",NA,NA,NA,"3L",NA,NA,0.95
"HOM","BAT","451457","Wilko Toilet Brush Single","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","BAT","451458","Wilko Metal Shower Squeegie","Wilko","L4 x W24.5 x H16 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","BAT","451459","Wilko Suction Mirror","Wilko","L1.3 x W15 x H20 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","451460","Wilko Sandstone Toilet Brush Holder","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","BAT","451461","Wilko Baskets Set of 2","Wilko","17.5 x 30 x cm",NA,"2","Water Hyacinth 100%",NA,NA,NA,NA,NA,NA,0.9
"HOM","BAT","451462","Wilko Textured Hand Towel Grey","Wilko","Bath Towel Width: 70cm Length: 125cm Height 0.5cm",NA,"2","100% Cotton Yarn","No","Wash at 40",NA,NA,NA,NA,0.65
"HOM","BAT","451463","Wilko Textured Hand Towel White","Wilko","Hand Towel Width: 50cm Length: 90cm Height 0.5cm",NA,"2","100% Cotton Yarn","No","Wash at 40",NA,NA,NA,NA,0.65
"HOM","BAT","452662","Wilko Over Door Bath Storage","Wilko","25cm x18cm x65cm",NA,"1","Iron wire",NA,NA,NA,NA,NA,NA,0.9
"HOM","BAT","452663","Wilko Textured Bath Towel White","Wilko","Bath Towel Width: 70cm Length: 125cm Height 0.5cm",NA,"2","100% Cotton Yarn","No","Wash at 40",NA,NA,NA,NA,0.65
"HOM","BAT","452664","Wilko Textured Bath Towel Grey","Wilko","Bath Towel Width: 70cm Lengh: 125cm Height 0.5cm",NA,"2","100% Cotton Yarn","No","Wash at 40",NA,NA,NA,NA,0.65
"HOM","BAT","453199","Wilko Coastal Bath Mat","Wilko","50 x 70cm",NA,NA,"Pile - 100% Cotton",NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","BAT","453200","Wilko Resin Sparkle Soap Dispenser","Wilko","L8 x W8 x H17.5 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","453201","Wilko Resin Sparkle Tumbler","Wilko","L8 x W8 x H11 (CM)",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","BAT","453202","Wilko Resin Sparkle Toilet Brush Holder","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","BAT","453203","Wilko Symmetry Bath Towel","Wilko","Hand Towel Width: 50cm Lenght: 90cm Height 0.5cm",NA,"2","100% Cotton Yarn","No","Wash at 40",NA,NA,NA,NA,0.65
"HOM","BAT","83998","Wilko Shower Curtain PVC White","Wilko","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","BAT","182571","Wilko Functional Bath Shower Spray","Wilko Functional",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"HOM","BAT","23469","Wilko Functional Toilet Brush White","Wilko Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"HOM","BAT","236331","Wilko Functional Toilet Brush and Holder","Wilko Functional","Single","White","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","BAT","273035","Wilko Functional Mechanical Bathroom Scales","Wilko Functional","Single","White",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"HOM","BAT","310208","Wilko Functional Toilet Seat","Wilko Functional","Single","White","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"HOM","BAT","310377","Wilko Waste Bin Opaque Plastic","Wilko Functional","Single","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.891666666666667
"HOM","BAT","310379","Wilko Toilet Brush and Holder Opaque Plastic","Wilko Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"HOM","BAT","426425","Wilko Pre Drilled Mirror 45 x 60cm","Wilko Functional","45cm x 60cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
"HOM","BAT","70733","Wilko Functional Shaving Mirror","Wilko Functional","Single",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","453158","Eric Light Shade 30.5cm","Lighting and Interiors Group","30.5cm bottom diameter, 20cm high",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"HOM","LIG","453159","Emilio Pendant Shade Chrome","Lighting and Interiors Group","24.5cm bottom diameter, 16cm high",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"HOM","LIG","453160","Emilio Pendant Shade Copper Finish","Lighting and Interiors Group","24.5cm bottom diameter, 16cm high",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"HOM","LIG","453163","Maya Table Lamp Mirror Crackle and Chrome EffectBase","Lighting and Interiors Group","Overall height 57cm, width at widest point 41cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453164","Maya Floor Lamp Crackle","Lighting and Interiors Group","Overall height 156.5cm, width at widest point 40cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453165","Vintage Floor Lamp Grey","Lighting and Interiors Group","Overall height 167cm. Width and height adjustable",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453167","Vintage Floor Lamp Cream","Lighting and Interiors Group","Overall height 167cm. Width and height adjustable",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453168","Nicholas Table Lamp Antique Brass","Lighting and Interiors Group","Overall height 57.5cm, width at widest point 35cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453171","Grantham Floor Lamp Satin Nickel","Lighting and Interiors Group","Overall height 158cm, width at widest point 45cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453172","Grantham Floor Lamp Antique Brass","Lighting and Interiors Group","Overall height 158cm, width at widest point 45cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453173","Sven Floor Lamp Grey","Lighting and Interiors Group","Overall height 156cm, adjustable width",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453174","Medina Touch Table Lamp Hammered ChromeEffect Finish","Lighting and Interiors Group","Overall height 45cm, width at widest point 30cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453175","Jodrell Ceiling Fitting Chrome","Lighting and Interiors Group","Shade dimensions 30cm high, 35cm wide. 80cm adjust",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453176","Aslan Table Lamp Blue and White","Lighting and Interiors Group","Overall height 68.5cm, width at widest point 38cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453177","Thistle Table Lamp Sage Green","Lighting and Interiors Group","Overall height 68.5cm, width at widest point 40.5c",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453178","Vienna Floor Lamp Satin Chrome Effect Base","Lighting and Interiors Group","Overall height 167cm, width at widest point 41cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453179","Iris Floor Lamp Antique Brass","Lighting and Interiors Group","Overall height 160cm, width at widest point 28cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","453186","Acrylic Petal Floor Lamp White/Chrome","Lighting and Interiors Group","Overall height 158cm, width at widest point 42cm",NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","am00036","Nelson Floor Lamp Satin Chrome","Lighting and Interiors Group","Single","Metal","1",NA,"Yes",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","am00063","Nottingham 5 Light Fitting Antique Brass","Lighting and Interiors Group",NA,"Gold","1",NA,"Yes",NA,"230-240V",NA,NA,NA,0.9
"HOM","LIG","452483","Anika Retro Touch Base Table Lamp","Other","15 x 15 x 26cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"HOM","LIG","210770","Wilko Functional Coolie Cottonette Shade 12in","Wilko","30cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","239442","Wilko Monsoon Light Fitting Ceiling Silver NickelEffect 5 Light","Wilko","Single","Silver",NA,NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","275008","Wilko Ritz Pendant Shade White 35 x 30cm","Wilko","35x30cm","White",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","275013","Wilko Simone 3 Tier Pendant Clear 16 x 18.5cm","Wilko","16x18.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","275016","Wilko Tunis Pendant Brass Effect","Wilko","12cm","Metal",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","325659","Wilko Ceramic Lamp Parchment","Wilko","Single","Cream","1",NA,"No",NA,"Mains",NA,NA,NA,1
"HOM","LIG","325660","Wilko Ceramic Table Lamp Black","Wilko","Single","Black",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325661","Wilko Ceramic Table Lamp Duck Egg","Wilko","Single","Blue",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325662","Wilko Ceramic Lamp Chilli Pepper","Wilko","Single","Red",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325663","Wilko Ceramic Table Lamp Magenta","Wilko","Single","Red",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325667","Wilko Desk Lamp White","Wilko","Single","White",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325668","Wilko Desk Lamp Black","Wilko","Single","Black",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325669","Wilko Desk Lamp Grey","Wilko","Single","Grey",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325671","Wilko Desk Lamp Chilli Pepper","Wilko","Single","Red",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325701","Wilko Pearl Heart Lamp White","Wilko","Single","White",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325714","Wilko Sweetie Jar Lamp Champagne","Wilko","Single",NA,"1",NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325716","Wilko Dreamweave Lantern Cream","Wilko","Single","Cream",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","325724","Wilko Task Angle Lamp Black","Wilko","Single","Black",NA,NA,"No",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","326024","Wilko 3 Tier Shade Black","Wilko","Single","Black",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326025","Wilko 3 Tier Shade Teal","Wilko","Single","Green",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326026","Wilko Flush Fitting Ceiling Light Chrome Effect","Wilko","Single","Silver",NA,NA,"No",NA,NA,NA,NA,NA,0.9
"HOM","LIG","326048","Wilko Traditional Jewelled Pleated Shade Cream","Wilko","28cm","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326053","Wilko 2 Tone Acrylic Pendant Smoke","Wilko","Single","Grey","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","326059","Wilko Oval Twist Beaded Pendant Shade Clear","Wilko","21cm","Clear",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326060","Wilko Beaded Oval Pendant Shade Clear","Wilko","25cm","Clear",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326063","Wilko Marie Therese Chandelier 3 Arm Clear","Wilko","Single","Clear",NA,NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","326064","Wilko Marie Therese Chandelier 5 Arm Black","Wilko","Single",NA,"1",NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","326065","Wilko Marie Therese Chandelier 5 Arm Clear","Wilko","Single","Clear",NA,NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","326066","Wilko Chandelier 5 Arm Smoke With Teal","Wilko","Single","Green",NA,NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","326070","Wilko 3 Arm Dome Spotlight Ceiling Light Silver","Wilko","Single","Silver",NA,NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","326072","Wilko Spotlight Ceiling Light Silver","Wilko","Single","Silver",NA,NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","326075","Wilko 5 Arm Chandelier Chrome Effect Ceiling LightFitting","Wilko","Single","Silver",NA,NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","326077","Wilko Ceiling Light Fitting 3 Arm Chrome","Wilko","Single","Silver",NA,NA,"Yes",NA,"Mains",NA,NA,NA,0.95
"HOM","LIG","326135","Wilko Retro Swirl Shade Burnt Orange","Wilko","30cm","Orange",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326136","Wilko Retro Swirl Pendant Shade Chocolate","Wilko","30cm","Brown",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326137","Wilko Retro Swirl Shade Olive","Wilko","30cm","Green","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","326178","Wilko Tapered Shade Parchment","Wilko","28cm","Cream","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","326179","Wilko 3 Tier Shade Parchment","Wilko","Single","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326199","Wilko Satin Tapered Shade White","Wilko","29cm","White","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","326200","Wilko Satin Tapered Shade Teal","Wilko","Height 19.5cm x Width 28cm x depth 28cm","Green",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326205","Wilko Tapered Shade Black","Wilko","28cm","Black",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326376","Wilko 3 Tier Shade Grey","Wilko","Single","Grey",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326380","Wilko Ceiling Light Fitting Chrome","Wilko","Single","Metal",NA,NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","327714","Wilko Marie Therese Chandelier 3 Arm Black","Wilko","Single","Black","1",NA,"Yes",NA,NA,NA,NA,NA,0.95
"HOM","LIG","327861","Wilko Twist 3 Arm Fitting Chrome","Wilko","Single",NA,"1",NA,"Yes",NA,NA,NA,NA,NA,0.9
"HOM","LIG","329147","Wilko Capiz Floral Ball Shade Silver","Wilko","21cm","Silver",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","329149","Wilko Capiz Angular Drum Silver","Wilko","16cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","329152","Wilko Capiz Dome Shade Natural","Wilko","31cm","Silver","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","329153","Wilko Brass Beaded Pendant Mocha","Wilko","27cm","Brown","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","329166","Wilko Beaded Ball Pendant Shade Teal","Wilko","22cm","Blue","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","341332","Wilko Acrylic Drop Shade Purple","Wilko",NA,"Purple","1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","341342","Wilko Atole Lamp Purple","Wilko",NA,"Purple","1",NA,"No",NA,NA,NA,NA,NA,0.9
"HOM","LIG","341402","Wilko Double Layer Shade Black and White","Wilko",NA,"Black","1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","341425","Wilko Allium Laser Cut Lamp Cream","Wilko",NA,"Cream","1",NA,"No",NA,NA,NA,NA,NA,0.9
"HOM","LIG","341429","Wilko Allium Laser Cut Drum Cream","Wilko",NA,"Cream","1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","341916","Wilko Halogen PIR Floodlight 400W","Wilko","Width 18.7cm Depth 13cm Height 26.5cm",NA,"1",NA,NA,NA,"400w",NA,NA,NA,1
"HOM","LIG","341917","Wilko Halogen PIR Floodlight 120W","Wilko","Width 10cm Depth 10.3cm Height 16cm",NA,"1",NA,NA,NA,"2x35w",NA,NA,NA,1
"HOM","LIG","341922","Wilko 6 Sided PIR Wall Lantern 60w","Wilko","Width 23.2cm Depth 17.3cm Height 37.1cm",NA,"1",NA,NA,NA,"60w",NA,NA,NA,1
"HOM","LIG","341923","Wilko Dual Illumination Wall Light","Wilko","Width 11cm, Depth 5.5cm, Height 37cm",NA,"1",NA,NA,NA,"10w",NA,NA,NA,1
"HOM","LIG","341925","Wilko Fishermans Wall Lantern 60w","Wilko","Width: 14cm, Depth: 10.5cm, Height: 19cm",NA,"1",NA,NA,NA,"120w",NA,NA,NA,1
"HOM","LIG","342596","Wilko 3 Tier Shade Plum","Wilko","3 Tier","Purple","1",NA,NA,NA,NA,NA,NA,NA,1
"HOM","LIG","344398","Wilko Tapered Shade Grey","Wilko",NA,"Grey","1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","407003","Wilko Ceramic House Lamp","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","407011","Wilko Birdcage Shade Cream And Blue","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","407014","Wilko Pendant Open Wire Shade Black","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","LIG","407015","Wilko Wire Cage Shade Grey","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","407016","Wilko Wire Cage Shade Hessian","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","407060","Wilko Mosaic Table Lamp Black","Wilko",NA,"Black","1",NA,"No",NA,NA,NA,NA,NA,0.9
"HOM","LIG","407069","Wilko Cut Glass Table Lamp Large Clear","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","409231","Wilko Metal Table Lamp Gun Metal","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","413906","Wilko Tunis Pendant Cylinder Chrome Effect","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","413907","Wilko Marie Therese Light Fitting 5 Arm Champagne","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","413910","Wilko Global Pendant Beaded Bronze","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","413912","Wilko Beaded Global Plated Lamp Bronze","Wilko",NA,NA,"1",NA,"No",NA,NA,NA,NA,NA,0.85
"HOM","LIG","413926","Wilko Tapered Shade Taupe 30cm","Wilko","Shade - 19.5 (H) x 23 Dia 28 Dia cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","413928","Wilko Tapered Shade Plum 30cm","Wilko","Shade - 19.5 (H) x 23 Dia/ 28 Dia cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","413929","Wilko Tapered Shade White 22cm","Wilko","Shade - 17 (H) x 16 Dia/ 22 Dia cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","413930","Wilko Tapered Shade Grey 22cm","Wilko","Shade - 17 (H) x 16 Dia 22 Dia cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","413931","Wilko Tapered Shade Black 22cm","Wilko","Shade - 17 (H) x 16 Dia 22 Dia cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","413932","Wilko Tapered Shade Parchment 22cm","Wilko","Shade - 17 (H) x 16 Dia/ 22 Dia cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","413933","Wilko Tapered Shade Taupe 22cm","Wilko","Shade - 17 (H) x 16 Dia 22 Dia cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","413935","Wilko Tapered Shade Plum 22cm","Wilko","Shade - 17 (H) x 16 Dia/ 22 Dia cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","413938","Wilko Tapered Shade Teal 22cm","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","LIG","413977","Wilko Floral Laser Table Lamp Duck Egg","Wilko",NA,NA,"1",NA,"No",NA,"SES Candle 42W Eco Halogen / 11W Energy Candle",NA,NA,NA,0.9
"HOM","LIG","413979","Wilko Floral Laser Pendant Duck Egg","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","413980","Wilko 3 Tier Pendant Shade Taupe","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","413981","Wilko 3 Tier Pendant Shade White","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
