"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Power","Capacity","DQ Score"
"CLE","AIR","426233","Air Wick Freshmatic Twin Refill Mulled Wine 500ml","Air Wick",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","429179","Air Wick Candle Pink Sweet Pea","Air Wick","105g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","429193","Air Wick Air Freshener Freshmatic Max Refill PinkSweet Pea","Air Wick","250ml",NA,"1",NA,NA,NA,1
"CLE","AIR","429201","Air Wick Home Signature Reed Diffuser Water Irisand Night Orchid 100ml","Air Wick","100ml",NA,"1",NA,NA,NA,1
"CLE","AIR","429202","Air Wick Home Signature Reed Luscious Fruitand Exotic Wood 100ml","Air Wick","50ml",NA,"1",NA,NA,NA,1
"CLE","AIR","429208","Air Wick Electric Plug Single Unit","Air Wick","50g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","429210","Air Wick Pure Air Freshener Aerosol Purple Lavender 250ml","Air Wick","250ml",NA,"1",NA,NA,NA,1
"CLE","AIR","429211","Air Wick Pure Air Freshener Soft Cotton 250ml","Air Wick","250ml",NA,"1",NA,NA,NA,1
"CLE","AIR","429214","Air Wick Reed Diffusers White Vanilla Bean 25ml","Air Wick","50ml",NA,"1",NA,NA,NA,1
"CLE","AIR","429215","Air Wick Reed Diffuser Pink Sweet Pea 25ml","Air Wick","50ml",NA,"1",NA,NA,NA,1
"CLE","AIR","429221","Air Wick Electric Single Refill Pink Sweet Pea","Air Wick","17ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","429226","Air Wick Electric Twin Refill Pink Sweet Pea","Air Wick","17ml",NA,"2",NA,NA,NA,0.93
"CLE","AIR","429228","Air Wick Life Scents Wax Melts Refill EnchantedForest 6pk","Air Wick","69kg",NA,"1",NA,NA,NA,0.93
"CLE","AIR","430998","Air wick Electrical Twin Refill Vanilla","Air Wick","34ml",NA,"2",NA,NA,NA,0.93
"CLE","AIR","430999","Air Wick Reed Diffuser Purple Blackberry Fig 25ml","Air Wick","25ml",NA,"1",NA,NA,NA,1
"CLE","AIR","431657","Air Wick Pure Freshmatic Compact RefillPurple Lavender 24ml","Air Wick","24ml",NA,"1",NA,NA,NA,1
"CLE","AIR","431659","Air Wick Pure Freshmatic Compact Refill CherryBlossom 24ml","Air Wick","24ml",NA,"1",NA,NA,NA,1
"CLE","AIR","431661","Air Wick Pure Freshmatic Compact Refill SpringDelight 24ml","Air Wick","24ml",NA,"1",NA,NA,NA,1
"CLE","AIR","431663","Air Wick Pure Freshmatic Compact Air Freshener KitSpring Delight","Air Wick","24ml",NA,"1",NA,NA,NA,1
"CLE","AIR","441498","Air Wick Wax Melt Refill Xmas Tree Wishes 6pk","Air Wick",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","443577","Air Wick Freshmatic Single Refill Mulled Wine250ml","Air Wick","250ml",NA,"1",NA,NA,NA,1
"CLE","AIR","443578","Air Wick Refill Spiced Mulled Wine 17ml","Air Wick","17ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","443579","Air Wick Electric Twin Refill Mulled Wine 34ml","Air Wick",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","443580","Air Wick Candle Mulled Wine 105g","Air Wick",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","443581","Air Wick Reed Diffuser Ginger and Mandarin 25ml","Air Wick","25ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450609","Air Wick Fresh Matic Max Pure Refill Cherry","Air Wick","6.6 X 6.6 X 15",NA,"1",NA,NA,NA,1
"CLE","AIR","450610","Air Wick Fresh Matic Max Pure Refill Spring","Air Wick","6.6X6.6X15",NA,"1",NA,NA,NA,1
"CLE","AIR","450611","Air Wick Fresh Matic Max Pure Refill Med Sun","Air Wick","6.6X6.6X15",NA,"1",NA,NA,NA,1
"CLE","AIR","450612","Air Wick Fresh Matic Complete Max Pure Cherry","Air Wick","8.9 X 15.2 X 20.6",NA,"1",NA,NA,NA,1
"CLE","AIR","450613","Air Wick Fresh Matic Complete Max Pure Spring","Air Wick","8.9 X 15.2 X 20.6",NA,"1",NA,NA,NA,1
"CLE","AIR","450616","Air Wick Pure Air Freshener Aerosol Pure SmoothLily 250ml","Air Wick","250ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450617","Air Wick Pure Air Freshener Aerosol Fresh Berries","Air Wick","6.6X6.6X17.2",NA,"1",NA,NA,NA,1
"CLE","AIR","450622","Air Wick Fresh Matic Max Twin Refill Lavender","Air Wick","6.6 X 13.2 X 15",NA,"2",NA,NA,NA,1
"CLE","AIR","450626","Air Wick Electric Complete Linen And Lilac","Air Wick","6.2 X 11.5 X 15",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450627","Air Wick Electric Complete Lavender Meadow","Air Wick","6.2 X 11.5 X 15",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450628","Air Wick Electric Complete Vanilla Bean","Air Wick","6.2 X 11.5 X 15",NA,"1",NA,NA,NA,0.93
"CLE","AIR","333074","Ambi Pur Plug In Adjustable Diffuser","Ambi Pur",NA,NA,"1",NA,"Mains",NA,0.93
"CLE","AIR","333184","Ambi Pur with Febreze GP2 Refill Vanilla","Ambi Pur","20ml",NA,NA,NA,NA,NA,0.86
"CLE","AIR","333197","Ambi Pur 3Volution Plug In Unit","Ambi Pur",NA,NA,"1",NA,"Mains",NA,0.93
"CLE","AIR","333198","Ambi Pur 3volution Adjustable Diffuser Refill withFebreze Vanilla Bouquet 20ml","Ambi Pur","20ml",NA,NA,NA,NA,NA,0.86
"CLE","AIR","333200","Ambi Pur 3volution Adjustable Diffuser Refill withFebreze Cotton Essence 20ml","Ambi Pur","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","333208","Ambi Pur 3volution Adjustable Diffuser Refill withFebreze Vanilla Bouquet 20ml x 2","Ambi Pur","2x20ml",NA,NA,NA,NA,NA,0.86
"CLE","AIR","346492","AmbiPur Plug In Diffuser Refill Vanilla Harmony 2x 20ml","Ambi Pur","40ml",NA,"2pk",NA,NA,NA,0.88
"CLE","AIR","347399","Ambi Pur 3Volution Refill Vanilla 20ml","Ambi Pur","20ml",NA,NA,NA,NA,NA,0.86
"CLE","AIR","347404","Ambi Pur GP2 Refill Vanilla 20ml","Ambi Pur","20ml",NA,NA,NA,NA,NA,0.86
"CLE","AIR","420458","Ambi Pur with Febreze Plug In Cotton Fresh","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","420459","Ambi Pur with Febreze Plug In Blossom andBreeze","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","420460","Ambi Pur with Febreze Plug In Lavender","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","420463","Ambi Pur with Febreze 3 Volution Unit","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421425","Ambi Pur with Febreze Refill Blossom and Breeze","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421426","Ambi Pur with Febreze Refill Cotton Fresh 20ml","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421427","Ambi Pur with Febreze Refill Thai Orchid","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421428","Ambi Pur with Febreze 3 Volution Blossom andBreeze","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421429","Ambi Pur with Febreze 3 Volution Cotton Fresh","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421431","Ambi Pur with Fabreze Refill Lavender","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421432","Ambi Pur with Febreze 3 Volution Lavender","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421435","Ambi Pur with Febreze Refill Lavender 2pk","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421436","Ambi Pur with Febreze 3 Volution Thai Orchid","Ambi Pur",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","421556","Ambi Pur GP2 Twin Refill Cotton 2 x 20ml","Ambi Pur","2x20ml",NA,"2pk",NA,NA,NA,0.93
"CLE","AIR","430232","Ambi Pur with Febreze 3 Volution Thai Orchid20ml","Ambi Pur","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","441487","Ambi Pur 3vol Cotton Starter Kit 20ml","Ambi Pur","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","441490","Ambi Pur 3vol Blossom Starter Kit 20ml","Ambi Pur","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450176","Ambi Pur 3Volution Refill Pet Odour","Ambi Pur","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450177","Ambi Pur 3Volution Refill Anti Tobacco","Ambi Pur","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450179","Ambi Pur Plug In Air Freshener RefillAnti Tobacco","Ambi Pur","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","258364","Febreze Air Effect Air Freshener Blossom and Breeze 300ml","Febreze","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","258365","Febreze Air Effect Air Freshener Spray Cotton Fresh 300ml","Febreze","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","275387","Febreze Air Freshener Thai Orchid 300ml","Febreze","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","298002","Febreze Set And Refresh Refill Blossom","Febreze","2 x 5.5ml",NA,"1",NA,NA,NA,1
"CLE","AIR","298004","Febreze Set and Refresh Non Energised Scented OilDiffuser Refill Cotton 5.5ml x 2","Febreze","2x5.5ml",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","298005","Febreze Set and Refresh Cotton Fresh 5.5ml","Febreze","5.5ml",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","298006","Febreze Set and Refresh Blossom and Breeze 5.5ml","Febreze","5.5ml",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","316255","Febreze Car Freshener Diffuser and RefillFresh Escapes 7ml","Febreze","7ml",NA,"1",NA,NA,NA,1
"CLE","AIR","316256","Febreze Car Freshener Diffuser and Refill Blossomand Breeze 7ml","Febreze","7ml",NA,"1",NA,NA,NA,1
"CLE","AIR","318609","Febreze Thai Orchid Refresh Refill 2pk","Febreze","2x5.5ml",NA,"1",NA,NA,NA,1
"CLE","AIR","333479","Febreze Car Vent Clip Air Freshener Blossom and Breeze 2ml","Febreze","2ml",NA,"1",NA,NA,NA,1
"CLE","AIR","333480","Febreze Car Discreet Vent Clip Air Freshener Cotton Fresh 2ml","Febreze","2ml",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","347441","Febreze Airspray Vanilla 300ml","Febreze","300ml",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","347476","Febreze Car Gel Vanilla Blossom","Febreze",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","403600","Febreze Set N Refresh Unit Vanilla Blossom","Febreze",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","403602","Febreze Fabric Refresher Vanilla Blossom 375ml","Febreze","375ml",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","430994","Febreze Fabric Fresh Summer Breeze 500ml","Febreze","500ml",NA,"1",NA,NA,NA,0.95
"CLE","AIR","431009","Febreze Fabric Refresher Cotton 375ml","Febreze","375ml",NA,"1",NA,NA,NA,1
"CLE","AIR","431010","Fabreze Fabric Refresher Thai 375ml","Febreze","375ml",NA,"1",NA,NA,NA,0.95
"CLE","AIR","450159","Febreze Aerosol Lavender 300ml","Febreze","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450160","Febreze Aerosol Fruity Tropics 300ml","Febreze","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450162","Febreze Pet Odour 300ml","Febreze","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450163","Febreze Anti Tobacco 300ml","Febreze","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450168","Febreze Car Gel Pet Odour","Febreze","2ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450169","Febreze Car Gel Thai Orchid","Febreze","2ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450170","Febreze Fabric Refresher Blossom And Breeze375ml","Febreze","375ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450173","Febreze Aerosol Heavy Duty Fresh Boost 300ml","Febreze","300ml",NA,"1",NA,NA,NA,0.95
"CLE","AIR","450174","Febreze Heavy Duty Crisp Clean 300ml","Febreze","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450592","Febreze Car Diffuser Unit Anti Tobacco","Febreze","7ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450593","Febreze Car Diffuser Refill Anti Tobacco","Febreze","7ml",NA,"1",NA,NA,NA,1
"CLE","AIR","133277","Glade Solid Air Freshener Lily of the Valley150g","Glade","150g",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","136420","Glade Candle Bali Sandalwood and Jasmine120g","Glade","120g","Multi","1",NA,NA,NA,1
"CLE","AIR","136422","Glade Fragranced Candle With Love 120g","Glade","120g","Multi","1",NA,NA,NA,1
"CLE","AIR","137115","Glade Solid Air Freshener Lavender 150g","Glade","150g",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","182744","Glade Touch n Fresh Unit Clean Linen","Glade","10ml",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","201667","Glade Touch n Fresh Refill Clean Linen 10ml","Glade","10ml",NA,"1",NA,NA,NA,1
"CLE","AIR","201706","Glade Touch n Fresh Refill Relaxing Zen 10ml","Glade","10ml",NA,"1",NA,NA,NA,1
"CLE","AIR","216794","Glade Plug In Electric Refill Linen","Glade","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","237326","Glade Candle Honey and Chocolate 120g","Glade","120g","Multi","1",NA,NA,NA,1
"CLE","AIR","269928","Glade Sense and Spray Automatic Unit with RefillClean Linen 18ml","Glade","18ml",NA,"1",NA,NA,NA,1
"CLE","AIR","269930","Glade Sense and Spray Refill CleanLinen 18ml","Glade","18ml",NA,"1",NA,NA,NA,1
"CLE","AIR","283161","Glade Sense and Spray Automatic Spray Refill BaliSandalwood and Jasmine 18ml","Glade","18ml",NA,"1",NA,NA,NA,1
"CLE","AIR","293100","Glade Refresh Air Spray 275ml Cotton","Glade","275ml",NA,"1",NA,NA,NA,1
"CLE","AIR","293109","Glade Solid Relaxing Zen 150g","Glade","150g",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","298000","Glade Discreet Air Freshener Plug In and Refill Clean Linen 12g","Glade","12g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","298122","Glade Discreet Air Freshener Refill Clean Linen 12g","Glade","12g",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","346447","Glade Automatic Spray Refill Relaxing Zen 269ml","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","346482","Glade Auto Refill Bali Sandalwood and Jasmine","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","346483","Glade Auto Refill  Clean Linen","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","347537","Glade Discreet Refill Relaxing Zen","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","348538","Glade Sense and Spray Unit Relaxing Zen","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","349714","Glade Candle Relaxing Zen 120g","Glade","120g","Multi",NA,NA,NA,NA,0.93
"CLE","AIR","352945","Glade Sense and Spray Refill Relaxing Zen","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","403474","Glade 5in1 Air Freshener Clean Linen 300ml","Glade","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","403475","Glade 5in1 Air Freshener Relaxing Zen 300ml","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","403477","Glade Touch n Fresh Refill Lilly Of The Valley","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","403481","Glade Touch n Fresh Unit Relaxing Zen","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","411790","Glade Plug In Electric Unit Clean Linen 20ml","Glade","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","411791","Glade Plug In Electric Unit Laven 20ml","Glade","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","411792","Glade Plug In Electric Unit Bali Sandal 20ml","Glade","20ml",NA,"1",NA,NA,NA,0.93
"CLE","AIR","411799","Glade Discreet Electric Relaxing Zen","Glade",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","411805","Glade Discreet Refill Bali Sandalwood and Jasmine","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","412168","Glade Plug In Refill Bail Sandalwood and Jasmine","Glade",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","420397","Glade Wax Refill Vanilla 6pk","Glade",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","420399","Glade Wax Refill Clean Linen 6pk","Glade",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","420400","Glade Wax Refill Bali Sandalwood and Jasmine 6pk","Glade",NA,NA,"1",NA,NA,NA,0.86
"CLE","AIR","420416","Glade Automatic Spray Unit Relaxing Zen","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","420417","Glade Automatic Spray Unit Bali Sandalwoodand Jasmine","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","425111","Glade Sense & Spray Refill Clean Linen 2pk","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","427211","Glade Sense & Spray Refill Relaxing Zen 2pk","Glade",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","427212","Glade Autospray Refill Relaxing Zen 2pk","Glade",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","427225","Glade Autospray Refill Clean Linen 2pk","Glade",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","428372","Glade Discreet Refill Fresh Lemon","Glade","8g",NA,"1",NA,NA,NA,1
"CLE","AIR","450225","Glade Autospray Refill Hawaiian Breeze","Glade","269ml",NA,"1",NA,NA,NA,1
"CLE","AIR","182715","Neutradol Gel Odour Destroyer Super Fresh","Neutradol",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","77647","Neutradol Gel Original","Neutradol",NA,NA,"1",NA,NA,NA,0.9125
"CLE","AIR","237922","Oust Odour Eliminator Air Freshener Clean Scent300ml","Oust","300ml",NA,"1",NA,NA,NA,1
"CLE","AIR","237924","Oust Odour Eliminator Air Freshener Garden Fresh300ml","Oust","300ml",NA,NA,NA,NA,NA,0.9125
"CLE","AIR","419544","Wilko Gel Pearl Cotton 100g","Wilko",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","419545","Wilko Gel Pearl Lavender 100g","Wilko",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","419546","Wilko Reed Diffuser Cotton","Wilko",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","419547","Wilko Reed Diffuser Vanilla","Wilko",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","419551","Wilko Liquid Wick Vanilla 75ml","Wilko",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","419552","Wilko Liquid Wick Cotton 75ml","Wilko",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","419553","Wilko Liquid Wick Lavender 75ml","Wilko",NA,NA,NA,NA,NA,NA,0.825
"CLE","AIR","419556","Wilko Plug In Starter Lavender","Wilko",NA,NA,NA,NA,NA,NA,0.79
"CLE","AIR","429887","Wilko Plug In Twin Refill Cotton","Wilko",NA,NA,"2",NA,NA,NA,0.86
"CLE","AIR","429889","Wilko Plug-in Refills Lavender 20ml","Wilko","20ml",NA,"2",NA,NA,NA,0.93
"CLE","AIR","441178","Wilko Compact Premium AirSpray Vanilla240ml","Wilko","240ml",NA,"1",NA,NA,NA,1
"CLE","AIR","441179","Wilko Compact Premium Airspray Cotton240ml","Wilko","240ml",NA,"1",NA,NA,NA,1
"CLE","AIR","450202","Wilko Wax Melt Refill Pink Posies 4pk","Wilko","44g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450203","Wilko Wax Melt Refill Orchid Delight 4pk","Wilko","44g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450204","Wilko Wax Melt Refill Summer Fruits 5pk","Wilko","44g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450205","Wilko Wax Melt Refill Rhubarb Sugar Melon 4pk","Wilko","44g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450206","Wilko Wax Melt Refill Warming Spice 4pk","Wilko","44g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450207","Wilko Wax Melt Refill Vanilla Pod 4pk","Wilko","44g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450208","Wilko Wax Melt Refill Woodland Escape 4pk","Wilko","44g",NA,"1",NA,NA,NA,0.93
"CLE","AIR","450209","Wilko Wax Melt Refill White Linen 4pk","Wilko","44g",NA,"1",NA,NA,NA,0.93
"CLE","DIS","206463","Fairy Power Spray 375ml","Fairy","375ml",NA,NA,NA,NA,NA,0.9125
"CLE","DIS","285764","Fairy Dishwasher Tablets Lemon 31pk","Fairy","629g",NA,"31s",NA,NA,NA,1
"CLE","DIS","293181","Fairy Dishwasher Platinum Tablets Lemon 27pk","Fairy","505g",NA,"27s",NA,NA,NA,1
"CLE","DIS","403605","Fairy Dish Washer Rinse Aid 475ml","Fairy",NA,NA,"1",NA,NA,NA,0.9125
"CLE","DIS","425089","Fairy Original All in One Lemon 44pk","Fairy",NA,NA,"44",NA,NA,NA,0.9125
"CLE","DIS","425091","Fairy Antibacterial Washing Up Liquid withEucalyptus 625ml","Fairy","625ml",NA,"1",NA,NA,NA,1
"CLE","DIS","425096","Fairy Original Lemon 780ml","Fairy","780ml",NA,NA,NA,NA,NA,0.9125
"CLE","DIS","425098","Fairy Original 780ml","Fairy","780ml",NA,NA,NA,NA,NA,0.9125
"CLE","DIS","425101","Fairy Platinum Original 625ml","Fairy","625ml",NA,"1",NA,NA,NA,1
"CLE","DIS","438081","Fairy Lemon 1L","Fairy",NA,NA,"1",NA,NA,NA,0.9125
"CLE","DIS","438082","Fairy Original 1L","Fairy",NA,NA,"1",NA,NA,NA,0.9125
"CLE","DIS","438086","Fairy Clean and Care Rose and Satin Scent 820ml","Fairy","820ml",NA,"1",NA,NA,NA,1
"CLE","DIS","439936","Fairy Original 433ml","Fairy","433ml",NA,"1",NA,NA,NA,1
"CLE","DIS","457302","Fairy Original All in One Lemon DishwasherCapsules 61pk","Fairy",NA,NA,NA,NA,NA,NA,0.825
"CLE","DIS","457303","Fairy Platinum All in One Dishwasher TabletsLemon 50pk","Fairy",NA,NA,NA,NA,NA,NA,0.825
"CLE","DIS","230098","Finish Dishwasher Rinse Aid 400ml","Finish","400ml",NA,NA,NA,NA,NA,0.9125
"CLE","DIS","254925","Finish Oudour Stop Dishwasher Freshener","Finish",NA,NA,"1",NA,NA,NA,0.9125
"CLE","DIS","271982","Finish Dishwasher Cleaner 250ml","Finish","250ml",NA,NA,NA,NA,NA,0.9125
"CLE","DIS","411901","Finish Dishwasher Tablets Quantum Max 18pk","Finish",NA,NA,"1",NA,NA,NA,0.9125
"CLE","DIS","192939","Surcare Washing up Liquid 450ml","Surcare","450ml",NA,"1",NA,NA,NA,1
"CLE","DIS","168721","Wilko Dishwasher Salt Granules 2kg","Wilko","2kg",NA,NA,NA,NA,NA,0.9125
"CLE","DIS","274245","Wilko Dishwasher Cleaner 250ml","Wilko","250ml",NA,NA,NA,NA,NA,0.9125
"CLE","DIS","333362","Wilko Dishwasher Tablets 3in1 30pk","Wilko",NA,NA,"30s",NA,NA,NA,0.9125
"CLE","DIS","77545","Wilko Dishwasher Rinse Aid 500ml","Wilko","500ml",NA,"1",NA,NA,NA,1
"CLE","FLY","229565","Johnsons Wax Raid Ant and Cockroach Killer 300ml","Raid","300ml",NA,"1",NA,NA,NA,1
