"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","MED","144537","Anadin Extra 16pk","Anadin",NA,"16pk",0.9125
"TOI","MED","157444","Anadin Ultra Liquid 16pk","Anadin",NA,"16pk",0.9125
"TOI","MED","239871","Anadin Paracetamol 16pk","Anadin",NA,"16pk",0.9125
"TOI","MED","248738","Anadin Original 16pk","Anadin",NA,"16pk",0.9125
"TOI","MED","271119","Anadin Joint Pain Ibuprofen 16pk","Anadin","200mg","16pk",1
"TOI","MED","304387","Anadin Extra Soluble 12pk","Anadin",NA,"12pk",0.9125
"TOI","MED","331802","Centrum Advanced 50+ Multivitamin 30pk","Centrium",NA,"30pk",0.8625
"TOI","MED","331803","Centrum Advanced Multivitamin 30pk","Centrium",NA,"30pk",0.8625
"TOI","MED","332707","Centrum Performance Multivitamin 30pk","Centrium",NA,"30pk",0.8625
"TOI","MED","350174","Centrum For Men 50 Plus 30pk","Centrium",NA,"30",0.8625
"TOI","MED","350175","Centrum For Women 50 Plus 30pk","Centrium",NA,"30",0.8625
"TOI","MED","352072","Centrum Fruity Chew's Multivitamin 30pk","Centrium",NA,"1",0.8625
"TOI","MED","238926","ThermaCare Heatwraps Lower Back and Hip","Thermacare","L/XL","1",1
