"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"238991","4head Headache Relief 3.6g","4 Head","Creams and Lotions",NA,NA,"3.6g",0.8625
"280559","Action Cold Sore Cream 2g","Action","Creams and Lotions",NA,"1",NA,0.9125
"144537","Anadin Extra 16pk","Anadin","Aspirin",NA,"16pk",NA,0.9125
"157444","Anadin Ultra Liquid 16pk","Anadin","Aspirin",NA,"16pk",NA,0.9125
"239871","Anadin Paracetamol 16pk","Anadin","Paracetamol",NA,"16pk",NA,0.9125
"248738","Anadin Original 16pk","Anadin","Aspirin",NA,"16pk",NA,0.9125
"304387","Anadin Extra Soluble 12pk","Anadin","Aspirin",NA,"12pk",NA,0.9125
"332826","Anthisan Bite and Sting Relief Cream 20g","Anthisan","Creams and Lotions",NA,"1",NA,0.9125
"427608","Bassetts 3-6 Years Multi-Vitamins Strawberry 30pk","Bassetts","Childrens Vitamins",NA,"1",NA,0.9125
"427609","Bassetts 7-11 Years Multi-Vitamins Raspberry 30pk","Bassetts","Childrens Vitamins",NA,"1",NA,0.9125
"427611","Bassetts Adult Multi-Vitamins Raspberry andPomegranate 30pk","Bassetts","Health and Vitality",NA,"1",NA,0.9125
"427612","Bassetts 3-6 Years Multi-Vitamins Blackcurrantand Apple 30pk","Bassetts","Childrens Vitamins",NA,"1",NA,0.9125
"452296","Canesten Thrush Combi","Bayer","Creams and Lotions",NA,"1",NA,0.8625
"452297","Canestest","Bayer","Creams and Lotions",NA,"1",NA,0.8625
"452298","Canesbalance","Bayer","Creams and Lotions",NA,"1",NA,0.8625
"452299","CanesOasis 6pk","Bayer","Creams and Lotions",NA,"6",NA,0.8625
"452300","Canesfresh Feminine Wipes 10pk","Bayer","Hygiene",NA,"10",NA,0.76
"452301","Canesfresh Soothing Wash Gel 200ml","Bayer","Hygiene",NA,"1","200ml",0.88
"304511","Bazuka Treatment Gel 6g","Bazuka","Gels and Creams",NA,"1",NA,0.9125
"209883","Beechams Cold and Flu Hot Lemon and Honey Powders5pk","Beechams","Cold and Flu Medicines",NA,"5pk",NA,0.9125
"223579","Beechams Cold and Flu Blackcurrant Powder 5pk","Beechams","Cold and Flu Medicines",NA,"5pk",NA,0.9125
"423950","Beechams Max Strength All In One 8pk","Beechams","Cold and Flu Medicines",NA,"1",NA,0.9125
"423951","Beechams Flu Plus 8pk","Beechams","Cold and Flu Medicines",NA,"1",NA,0.9125
"423953","Beechams Max Strength Blackberry 10pk","Beechams","Sore Throat",NA,"1",NA,0.9125
"423954","Beechams Max Strength Honey and Lemon 10pk","Beechams","Sore Throat",NA,"1",NA,0.9125
"99192","Beechams Powders 10 Sachets","Beechams","Cold and Flu Medicines",NA,"10pk",NA,0.9125
"248648","Benylin Cold and Flu Max Strength Capsules 16pk","Benylin","Cold and Flu Medicines",NA,"16pk",NA,0.9125
"284487","Benylin Mucas Cough 150ml","Benylin","Cough Medicines",NA,"1",NA,0.9125
"330072","Benylin Chesty Cough 150ml","Benylin","Cough Medicines",NA,NA,"150ml",0.9125
"273662","Berroca Effervescent Original 15pk","Berocca","Energy",NA,"15pk",NA,0.8625
"305006","Berroca Effervescent Mixed Berries 15pk","Berocca","Energy",NA,"15",NA,0.8625
"172964","Bonjela Adult Gel, 15g","Bonjela","Gels, Patches and Sprays",NA,NA,"15g",0.9125
"406693","Bronchostop Pastilles 10pk","Bronchostop","Cough Medicines",NA,"10pk",NA,0.9125
"406727","Bronchostop Pastilles 20pk","Bronchostop","Cough Medicines",NA,"20pk",NA,0.9125
"296897","Buttercup Cough Sweets 32g","Buttercup","Cough Medicines",NA,NA,"32g",0.9125
"296900","Buttercup Cough Syrup 150ml","Buttercup","Cough Medicines",NA,"1",NA,0.9125
"236042","Calpol Infant Suspension Strawberry Flavour 2+ Months 100ml","Calpol","Childrens Pain Relief",NA,NA,"100ml",0.9125
"248643","Calpol Fastmelts Strawberry Flavour 6+ 12pk","Calpol","Childrens Pain Relief",NA,"12pk",NA,0.9125
"284476","Calpol Sugarfree 6+ 80ml","Calpol","Childrens Pain Relief",NA,"1",NA,0.9125
"293625","Canesten Athletes Foot Dual Action 30g","Canesten","Gels and Creams",NA,"1",NA,0.9125
